Regio's,Perioden,Particuliere huishoudens: samenstelling|Totaal particuliere huishoudens,Particuliere huishoudens: samenstelling|Eenpersoonshuishouden,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Totaal meerpersoonshuishoudens,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Niet-gehuwd paar|Totaal niet-gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Gehuwd paar|Totaal gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Eenouderhuishouden|Totaal eenouderhuishoudens,Particuliere huishoudens: grootte|Meerpersoonshuishouden|2 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|3 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|4 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|5 of meer personen
Lingewaal,2015,4378,983,3395,514,2592,273,1715,623,729,328
Lingewaal,2016,4416,1017,3399,509,2592,281,1713,647,709,330
Lingewaal,2017,4499,1106,3393,515,2579,284,1702,657,712,322
Lingewaal,2018,4485,1083,3402,524,2560,301,1732,650,697,323
Lingewaal,2019,,,,,,,,,,
Lingewaal,2020,,,,,,,,,,
Lingewaal,2021,,,,,,,,,,
Lingewaal,2022,,,,,,,,,,
Lingewaal,2023,,,,,,,,,,
Lingewaal,2024,,,,,,,,,,
Lingewaard,2014,18899,4883,14016,2513,10195,1254,7194,2568,3220,1034
Lingewaard,2015,18980,4976,14004,2590,10120,1248,7173,2607,3204,1020
Lingewaard,2016,19092,5061,14031,2628,10103,1253,7199,2626,3188,1018
Lingewaard,2017,19351,5216,14135,2692,10127,1271,7365,2569,3205,996
Lingewaard,2018,19420,5219,14201,2729,10115,1310,7399,2599,3229,974
Lingewaard,2019,19548,5343,14205,2752,10101,1306,7421,2583,3230,971
Lingewaard,2020,19606,5367,14239,2769,10093,1328,7469,2587,3204,979
Lingewaard,2021,19803,5496,14307,2904,10039,1316,7563,2576,3178,990
Lingewaard,2022,19932,5644,14288,2948,10017,1278,7508,2622,3168,990
Lingewaard,2023,20021,5649,14372,2972,10024,1317,7557,2628,3188,999
Lingewaard,2024,20143,5751,14392,3006,10015,1314,7595,2655,3165,977
Lochem,2014,14172,4113,10059,1665,7671,681,5633,1604,2018,804
Lochem,2015,14264,4179,10085,1691,7664,686,5684,1651,1947,803
Lochem,2016,14391,4268,10123,1725,7635,723,5738,1645,1978,762
Lochem,2017,14594,4396,10198,1771,7675,711,5835,1618,1977,768
Lochem,2018,14642,4417,10225,1781,7673,734,5892,1611,1948,774
Lochem,2019,14677,4424,10253,1836,7641,739,5948,1603,1935,767
Lochem,2020,14787,4536,10251,1851,7623,735,5927,1648,1911,765
Lochem,2021,14962,4665,10297,1904,7607,746,5946,1677,1914,760
Lochem,2022,15103,4738,10365,1984,7565,784,6072,1633,1906,754
Lochem,2023,15233,4814,10419,2018,7524,837,6058,1699,1891,771
Lochem,2024,15293,4807,10486,2082,7516,839,6166,1740,1829,751
Losser,2014,9095,2271,6824,981,5253,552,3509,1249,1474,592
Losser,2015,9100,2307,6793,982,5200,568,3559,1205,1456,573
Losser,2016,9200,2410,6790,1004,5136,608,3614,1192,1421,563
Losser,2017,9258,2467,6791,1057,5102,596,3597,1209,1426,559
Losser,2018,9278,2473,6805,1090,5067,611,3609,1215,1428,553
Losser,2019,9335,2521,6814,1098,5043,633,3633,1186,1437,558
Losser,2020,9392,2598,6794,1108,5041,608,3586,1200,1451,557
Losser,2021,9482,2607,6875,1180,5054,607,3659,1166,1479,571
Losser,2022,9608,2655,6953,1254,5067,594,3722,1186,1482,563
Losser,2023,9762,2746,7016,1277,5089,611,3775,1182,1481,578
Losser,2024,9846,2802,7044,1313,5075,609,3827,1213,1445,559
Maasdriel,2014,9772,2558,7214,1223,5337,607,3497,1387,1654,676
Maasdriel,2015,9840,2635,7205,1250,5292,617,3485,1417,1644,659
Maasdriel,2016,9854,2685,7169,1294,5210,624,3505,1385,1625,654
Maasdriel,2017,9912,2714,7198,1339,5185,626,3511,1361,1671,655
Maasdriel,2018,10013,2748,7265,1412,5151,657,3600,1362,1655,648
Maasdriel,2019,10272,2936,7336,1461,5180,642,3665,1372,1636,663
Maasdriel,2020,10591,3206,7385,1513,5182,641,3724,1388,1613,660
Maasdriel,2021,10941,3449,7492,1587,5219,632,3828,1410,1602,652
Maasdriel,2022,11005,3500,7505,1629,5191,633,3852,1402,1616,635
Maasdriel,2023,11276,3661,7615,1638,5241,672,3879,1467,1623,646
Maasdriel,2024,11364,3678,7686,1662,5279,676,3964,1449,1628,645
Markelo,2014,,,,,,,,,,
Markelo,2015,,,,,,,,,,
Markelo,2016,,,,,,,,,,
Markelo,2017,,,,,,,,,,
Markelo,2018,,,,,,,,,,
Markelo,2019,,,,,,,,,,
Markelo,2020,,,,,,,,,,
Markelo,2021,,,,,,,,,,
Markelo,2022,,,,,,,,,,
Markelo,2023,,,,,,,,,,
Markelo,2024,,,,,,,,,,
Meppel,2014,14421,4870,9551,1764,6683,1037,4992,1772,2015,772
Meppel,2015,14474,4934,9540,1780,6659,1045,5000,1736,2044,760
Meppel,2016,14526,5009,9517,1738,6652,1070,5014,1737,2017,749
Meppel,2017,14771,5202,9569,1788,6640,1084,5102,1702,2007,758
Meppel,2018,15053,5376,9677,1778,6694,1145,5186,1752,1995,744
Meppel,2019,15176,5485,9691,1790,6668,1175,5236,1706,2009,740
Meppel,2020,15424,5657,9767,1846,6639,1223,5329,1687,1981,770
Meppel,2021,15714,5831,9883,1911,6682,1230,5397,1771,1940,775
Meppel,2022,15969,6052,9917,1967,6673,1216,5395,1777,1982,763
Meppel,2023,16235,6182,10053,1977,6771,1250,5448,1850,1991,764
Meppel,2024,16589,6473,10116,1982,6805,1269,5521,1902,1937,756
Midden-Drenthe,2014,14071,3928,10143,1659,7650,788,5467,1723,2144,809
Midden-Drenthe,2015,14092,3949,10143,1699,7603,790,5549,1676,2133,785
Midden-Drenthe,2016,14135,4039,10096,1741,7487,817,5569,1669,2088,770
Midden-Drenthe,2017,14182,4128,10054,1769,7428,810,5547,1721,2025,761
Midden-Drenthe,2018,14326,4228,10098,1820,7410,822,5617,1750,1975,756
Midden-Drenthe,2019,14381,4282,10099,1822,7425,806,5637,1742,1971,749
Midden-Drenthe,2020,14485,4384,10101,1829,7385,833,5662,1755,1940,744
Midden-Drenthe,2021,14609,4441,10168,1892,7408,818,5727,1759,1963,719
Midden-Drenthe,2022,14705,4477,10228,1927,7457,798,5723,1749,2010,746
Midden-Drenthe,2023,14861,4543,10318,1913,7485,874,5798,1779,1975,766
Midden-Drenthe,2024,14928,4516,10412,1978,7486,897,5926,1784,1959,743
Millingen aan de Rijn,2014,2523,721,1802,308,1326,156,959,332,396,115
Millingen aan de Rijn,2015,,,,,,,,,,
Millingen aan de Rijn,2016,,,,,,,,,,
Millingen aan de Rijn,2017,,,,,,,,,,
Millingen aan de Rijn,2018,,,,,,,,,,
Millingen aan de Rijn,2019,,,,,,,,,,
Millingen aan de Rijn,2020,,,,,,,,,,
Millingen aan de Rijn,2021,,,,,,,,,,
Millingen aan de Rijn,2022,,,,,,,,,,
Millingen aan de Rijn,2023,,,,,,,,,,
Millingen aan de Rijn,2024,,,,,,,,,,
Montferland,2014,14704,4011,10693,1726,8007,881,5490,2122,2293,788
Montferland,2015,14880,4126,10754,1853,7944,883,5591,2136,2274,753
Montferland,2016,15025,4214,10811,1879,7947,905,5736,2111,2240,724
Montferland,2017,15161,4316,10845,1917,7970,876,5766,2123,2221,735
Montferland,2018,15356,4414,10942,1985,7983,897,5826,2149,2260,707
Montferland,2019,15588,4533,11055,2050,7984,945,5971,2132,2224,728
Montferland,2020,15677,4582,11095,2090,7958,968,6078,2149,2159,709
Montferland,2021,15739,4672,11067,2131,7886,972,6096,2100,2144,727
Montferland,2022,15938,4780,11158,2228,7884,972,6179,2091,2158,730
Montferland,2023,16208,4966,11242,2245,7902,1028,6213,2104,2175,750
Montferland,2024,16248,4968,11280,2243,7906,1055,6237,2177,2141,725
Neder-Betuwe,2014,8097,1865,6232,628,5121,452,2749,1148,1224,1111
Neder-Betuwe,2015,8255,1969,6286,632,5154,465,2793,1156,1249,1088
Neder-Betuwe,2016,8409,2030,6379,637,5243,465,2833,1202,1245,1099
Neder-Betuwe,2017,8546,2107,6439,638,5291,470,2875,1215,1226,1123
Neder-Betuwe,2018,8668,2154,6514,654,5331,489,2952,1166,1252,1144
Neder-Betuwe,2019,8941,2340,6601,697,5335,529,2994,1196,1266,1145
Neder-Betuwe,2020,9146,2490,6656,719,5353,550,2997,1274,1223,1162
Neder-Betuwe,2021,9267,2486,6781,782,5392,567,3076,1288,1247,1170
Neder-Betuwe,2022,9463,2611,6852,821,5427,568,3114,1273,1270,1195
Neder-Betuwe,2023,9595,2723,6872,795,5450,586,3100,1267,1265,1240
Neder-Betuwe,2024,9720,2736,6984,797,5547,597,3149,1313,1270,1252
Neede,2014,,,,,,,,,,
Neede,2015,,,,,,,,,,
Neede,2016,,,,,,,,,,
Neede,2017,,,,,,,,,,
Neede,2018,,,,,,,,,,
Neede,2019,,,,,,,,,,
Neede,2020,,,,,,,,,,
Neede,2021,,,,,,,,,,
Neede,2022,,,,,,,,,,
Neede,2023,,,,,,,,,,
Neede,2024,,,,,,,,,,
Neerijnen,2014,4604,1057,3547,512,2769,254,1680,655,783,429
Neerijnen,2015,4619,1080,3539,529,2744,254,1671,663,763,442
Neerijnen,2016,4661,1101,3560,559,2726,261,1705,675,732,448
Neerijnen,2017,4748,1121,3627,583,2756,271,1739,685,753,450
Neerijnen,2018,4783,1166,3617,599,2733,270,1725,683,740,469
Neerijnen,2019,,,,,,,,,,
Neerijnen,2020,,,,,,,,,,
Neerijnen,2021,,,,,,,,,,
Neerijnen,2022,,,,,,,,,,
Neerijnen,2023,,,,,,,,,,
Neerijnen,2024,,,,,,,,,,
Nieuwleusen,2014,,,,,,,,,,
Nieuwleusen,2015,,,,,,,,,,
Nieuwleusen,2016,,,,,,,,,,
Nieuwleusen,2017,,,,,,,,,,
Nieuwleusen,2018,,,,,,,,,,
Nieuwleusen,2019,,,,,,,,,,
Nieuwleusen,2020,,,,,,,,,,
Nieuwleusen,2021,,,,,,,,,,
Nieuwleusen,2022,,,,,,,,,,
Nieuwleusen,2023,,,,,,,,,,
Nieuwleusen,2024,,,,,,,,,,
Nijkerk,2014,16303,4491,11812,1498,9410,855,5547,2213,2658,1394
Nijkerk,2015,16425,4558,11867,1557,9407,852,5592,2184,2704,1387
Nijkerk,2016,16594,4673,11921,1574,9401,903,5619,2218,2667,1417
Nijkerk,2017,16796,4741,12055,1635,9463,921,5701,2207,2681,1466
Nijkerk,2018,16949,4736,12213,1686,9526,960,5749,2213,2771,1480
Nijkerk,2019,17345,4910,12435,1768,9663,960,5944,2212,2798,1481
Nijkerk,2020,17448,4976,12472,1763,9673,993,5937,2251,2785,1499
Nijkerk,2021,17611,5013,12598,1814,9698,1037,5978,2286,2830,1504
Nijkerk,2022,18017,5237,12780,1835,9817,1073,6065,2360,2851,1504
Nijkerk,2023,18370,5424,12946,1869,9874,1148,6158,2393,2895,1500
Nijkerk,2024,18594,5495,13099,1910,9968,1159,6292,2440,2869,1498
Nijmegen,2014,90962,48723,42239,12061,23690,5681,23889,8070,7532,2748
Nijmegen,2015,92743,50198,42545,12478,23511,5726,24133,8127,7496,2789
Nijmegen,2016,93727,50989,42738,12607,23519,5817,24259,8042,7612,2825
Nijmegen,2017,95083,52078,43005,12750,23522,5925,24314,8150,7671,2870
Nijmegen,2018,96186,52570,43616,13206,23563,6074,24789,8118,7806,2903
Nijmegen,2019,96554,52544,44010,13485,23538,6235,25085,8153,7872,2900
Nijmegen,2020,96644,52250,44394,13829,23502,6313,25295,8228,7899,2972
Nijmegen,2021,96001,51234,44767,14436,23174,6398,25641,8219,7909,2998
Nijmegen,2022,97402,52416,44986,14644,23181,6389,25847,8151,7942,3046
Nijmegen,2023,99481,53928,45553,14890,23291,6580,26056,8381,8058,3058
Nijmegen,2024,103271,57284,45987,15158,23344,6602,26405,8504,8083,2995
Noordenveld,2014,13560,4001,9559,1589,7093,839,5457,1550,1914,638
Noordenveld,2015,13628,4063,9565,1630,7027,875,5458,1614,1870,623
Noordenveld,2016,13670,4119,9551,1670,6975,874,5483,1591,1858,619
Noordenveld,2017,13791,4179,9612,1757,6953,872,5554,1614,1827,617
Noordenveld,2018,13819,4164,9655,1819,6929,875,5624,1592,1802,637
Noordenveld,2019,13868,4215,9653,1854,6894,872,5628,1607,1786,632
Noordenveld,2020,13911,4272,9639,1867,6842,898,5635,1637,1756,611
Noordenveld,2021,13951,4352,9599,1899,6794,875,5631,1617,1738,613
Noordenveld,2022,14020,4418,9602,1956,6740,873,5710,1552,1731,609
Noordenveld,2023,14238,4558,9680,2012,6738,896,5741,1605,1708,626
Noordenveld,2024,14375,4725,9650,2049,6700,864,5738,1598,1678,636
Noordoostpolder,2014,18687,5425,13262,2099,9978,1121,6595,2378,2731,1558
Noordoostpolder,2015,18742,5483,13259,2119,9930,1148,6591,2414,2663,1591
Noordoostpolder,2016,18797,5537,13260,2112,9903,1185,6618,2436,2681,1525
Noordoostpolder,2017,18890,5583,13307,2190,9869,1194,6635,2441,2668,1563
Noordoostpolder,2018,19069,5682,13387,2277,9818,1231,6779,2417,2616,1575
Noordoostpolder,2019,19291,5873,13418,2291,9809,1255,6782,2440,2607,1589
Noordoostpolder,2020,19422,5963,13459,2312,9813,1260,6846,2382,2652,1579
Noordoostpolder,2021,19600,6027,13573,2380,9795,1328,7013,2352,2615,1593
Noordoostpolder,2022,19905,6228,13677,2422,9847,1334,7044,2395,2624,1614
Noordoostpolder,2023,20982,6902,14080,2630,9960,1394,7301,2425,2739,1615
Noordoostpolder,2024,21183,6985,14198,2661,10040,1397,7374,2514,2703,1607
Nunspeet,2014,10304,2850,7454,642,6206,560,3587,1258,1433,1176
Nunspeet,2015,10349,2871,7478,660,6227,542,3596,1284,1434,1164
Nunspeet,2016,10416,2919,7497,672,6251,531,3609,1283,1462,1143
Nunspeet,2017,10496,2954,7542,701,6255,541,3666,1292,1453,1131
Nunspeet,2018,10616,3021,7595,725,6254,573,3720,1324,1408,1143
Nunspeet,2019,10753,3050,7703,763,6306,588,3769,1347,1426,1161
Nunspeet,2020,10934,3127,7807,806,6379,579,3816,1391,1423,1177
Nunspeet,2021,11078,3215,7863,842,6399,573,3878,1392,1407,1186
Nunspeet,2022,11178,3266,7912,858,6427,577,3920,1396,1430,1166
Nunspeet,2023,11382,3350,8032,901,6474,606,3971,1443,1442,1176
Nunspeet,2024,11588,3424,8164,947,6559,615,4119,1411,1452,1182
Oldebroek,2014,8674,1977,6697,552,5713,386,3095,1260,1414,928
Oldebroek,2015,8807,2085,6722,556,5720,396,3142,1242,1411,927
Oldebroek,2016,8906,2143,6763,553,5761,405,3191,1265,1401,906
Oldebroek,2017,9027,2232,6795,605,5764,383,3228,1254,1416,897
Oldebroek,2018,9135,2278,6857,633,5776,407,3235,1277,1447,898
Oldebroek,2019,9159,2254,6905,671,5760,432,3305,1241,1443,916
Oldebroek,2020,9157,2265,6892,643,5762,449,3280,1253,1435,924
Oldebroek,2021,9242,2320,6922,659,5763,463,3299,1283,1410,930
Oldebroek,2022,9387,2403,6984,685,5768,494,3366,1286,1397,935
Oldebroek,2023,9555,2525,7030,701,5775,516,3384,1294,1399,953
Oldebroek,2024,9613,2539,7074,727,5786,524,3455,1266,1428,925
Oldenzaal,2014,13758,4255,9503,1669,6914,861,4957,1660,2074,812
Oldenzaal,2015,13744,4301,9443,1713,6835,838,4873,1665,2107,798
Oldenzaal,2016,13826,4424,9402,1712,6780,846,4864,1659,2083,796
Oldenzaal,2017,13904,4550,9354,1696,6718,886,4866,1628,2082,778
Oldenzaal,2018,13919,4613,9306,1736,6623,892,4848,1606,2070,782
Oldenzaal,2019,13955,4643,9312,1758,6563,942,4915,1569,2061,767
Oldenzaal,2020,14035,4756,9279,1765,6525,947,4905,1573,2045,756
Oldenzaal,2021,14083,4834,9249,1822,6434,948,4945,1562,1995,747
Oldenzaal,2022,14183,4959,9224,1833,6365,977,4958,1544,1978,744
Oldenzaal,2023,14354,5095,9259,1849,6343,1018,5015,1551,1942,751
Oldenzaal,2024,14352,5119,9233,1871,6307,999,5005,1607,1888,733
Olst,2014,,,,,,,,,,
Olst,2015,,,,,,,,,,
Olst,2016,,,,,,,,,,
Olst,2017,,,,,,,,,,
Olst,2018,,,,,,,,,,
Olst,2019,,,,,,,,,,
Olst,2020,,,,,,,,,,
Olst,2021,,,,,,,,,,
Olst,2022,,,,,,,,,,
Olst,2023,,,,,,,,,,
Olst,2024,,,,,,,,,,
Olst-Wijhe,2014,7139,1862,5277,909,3961,367,2670,906,1161,540
Olst-Wijhe,2015,7238,1926,5312,933,3949,399,2727,904,1168,513
Olst-Wijhe,2016,7299,1962,5337,936,3945,423,2809,863,1152,513
Olst-Wijhe,2017,7367,1998,5369,962,3961,416,2787,932,1165,485
Olst-Wijhe,2018,7446,2085,5361,961,3978,391,2801,897,1185,478
Olst-Wijhe,2019,7506,2105,5401,957,4000,413,2832,943,1158,468
Olst-Wijhe,2020,7567,2100,5467,989,4025,420,2891,929,1173,474
Olst-Wijhe,2021,7654,2146,5508,996,4048,436,2951,917,1165,475
Olst-Wijhe,2022,7727,2170,5557,1015,4062,452,2994,939,1146,478
Olst-Wijhe,2023,7851,2247,5604,1014,4092,470,3053,899,1177,475
Olst-Wijhe,2024,7988,2338,5650,1031,4118,470,3076,945,1175,454
Ommen,2014,7039,2006,5033,711,3981,303,2526,879,1017,611
Ommen,2015,7110,2060,5050,735,3969,310,2590,859,979,622
Ommen,2016,7393,2312,5081,748,3947,341,2632,819,1009,621
Ommen,2017,7225,2159,5066,780,3923,326,2624,819,987,636
Ommen,2018,7283,2177,5106,801,3919,352,2660,818,972,656
Ommen,2019,7405,2269,5136,787,3931,386,2674,836,987,639
Ommen,2020,7467,2250,5217,814,3986,382,2734,840,1007,636
Ommen,2021,7654,2338,5316,875,4037,370,2817,868,995,636
Ommen,2022,7716,2362,5354,889,4073,354,2840,866,1015,633
Ommen,2023,7960,2496,5464,918,4114,396,2897,881,1051,635
Ommen,2024,7983,2501,5482,910,4121,415,2919,907,1043,613
Oost Gelre,2014,12082,3366,8716,1751,6323,582,4440,1429,1970,877
Oost Gelre,2015,12102,3430,8672,1798,6231,582,4472,1414,1937,849
Oost Gelre,2016,12169,3487,8682,1874,6184,564,4497,1435,1905,845
Oost Gelre,2017,12281,3581,8700,1887,6162,593,4520,1434,1922,824
Oost Gelre,2018,12278,3548,8730,1920,6172,584,4567,1441,1912,810
Oost Gelre,2019,12381,3605,8776,1966,6149,601,4638,1442,1910,786
Oost Gelre,2020,12428,3665,8763,1968,6114,625,4684,1439,1861,779
Oost Gelre,2021,12472,3682,8790,2028,6072,630,4770,1405,1850,765
Oost Gelre,2022,12564,3778,8786,2046,6053,632,4776,1421,1828,761
Oost Gelre,2023,12579,3815,8764,2020,6068,618,4731,1451,1788,794
Oost Gelre,2024,12779,3933,8846,2087,6073,629,4810,1469,1784,783
Ootmarsum,2014,,,,,,,,,,
Ootmarsum,2015,,,,,,,,,,
Ootmarsum,2016,,,,,,,,,,
Ootmarsum,2017,,,,,,,,,,
Ootmarsum,2018,,,,,,,,,,
Ootmarsum,2019,,,,,,,,,,
Ootmarsum,2020,,,,,,,,,,
Ootmarsum,2021,,,,,,,,,,
Ootmarsum,2022,,,,,,,,,,
Ootmarsum,2023,,,,,,,,,,
Ootmarsum,2024,,,,,,,,,,
Oude IJsselstreek,2014,16631,4797,11834,1963,8894,895,6199,2068,2609,958
Oude IJsselstreek,2015,16767,4913,11854,2013,8818,947,6241,2096,2592,925
Oude IJsselstreek,2016,16856,4986,11870,2082,8728,985,6287,2109,2560,914
Oude IJsselstreek,2017,16914,5129,11785,2122,8626,965,6262,2045,2539,939
Oude IJsselstreek,2018,16965,5187,11778,2154,8560,987,6275,2096,2480,927
Oude IJsselstreek,2019,17034,5329,11705,2140,8513,979,6239,2070,2467,929
Oude IJsselstreek,2020,17079,5384,11695,2198,8426,996,6290,2072,2422,911
Oude IJsselstreek,2021,17105,5401,11704,2288,8320,1024,6362,2014,2424,904
Oude IJsselstreek,2022,17197,5529,11668,2284,8294,1019,6393,2028,2331,916
Oude IJsselstreek,2023,17346,5635,11711,2271,8333,1033,6436,2047,2319,909
Oude IJsselstreek,2024,17434,5677,11757,2272,8357,1064,6569,2052,2273,863
Overbetuwe,2014,18862,4779,14083,2407,10357,1242,6872,2727,3260,1224
Overbetuwe,2015,18973,4853,14120,2427,10357,1264,6895,2752,3258,1215
Overbetuwe,2016,19099,4967,14132,2444,10293,1324,6893,2784,3247,1208
Overbetuwe,2017,19276,5012,14264,2527,10313,1352,6992,2784,3250,1238
Overbetuwe,2018,19361,5027,14334,2597,10301,1366,7090,2803,3200,1241
Overbetuwe,2019,19513,5148,14365,2620,10268,1411,7198,2765,3199,1203
Overbetuwe,2020,19734,5267,14467,2692,10249,1462,7288,2763,3227,1189
Overbetuwe,2021,19912,5399,14513,2717,10239,1487,7287,2800,3229,1197
Overbetuwe,2022,20051,5509,14542,2746,10244,1476,7392,2735,3216,1199
Overbetuwe,2023,20343,5736,14607,2771,10256,1510,7419,2781,3216,1191
Overbetuwe,2024,20499,5747,14752,2837,10282,1552,7602,2790,3171,1189
Putten,2014,9373,2485,6888,658,5676,525,3275,1209,1443,961
Putten,2015,9805,2775,7030,731,5725,543,3440,1233,1418,939
Putten,2016,9821,2773,7048,741,5716,560,3459,1205,1445,939
Putten,2017,9735,2684,7051,746,5718,557,3443,1213,1461,934
Putten,2018,9674,2624,7050,760,5709,554,3506,1147,1456,941
Putten,2019,9622,2608,7014,748,5684,550,3476,1166,1446,926
Putten,2020,9606,2618,6988,771,5627,551,3466,1174,1437,911
Putten,2021,9747,2645,7102,832,5681,556,3568,1205,1425,904
Putten,2022,9900,2746,7154,849,5729,547,3611,1214,1420,909
Putten,2023,10078,2879,7199,853,5756,560,3597,1248,1433,921
Putten,2024,10135,2906,7229,855,5748,592,3657,1226,1438,908
Raalte,2014,14876,4033,10843,1860,8149,760,5557,1742,2447,1097
Raalte,2015,14986,4129,10857,1911,8091,784,5557,1764,2454,1082
Raalte,2016,15064,4132,10932,1926,8143,791,5669,1771,2406,1086
Raalte,2017,15147,4134,11013,1987,8179,780,5741,1730,2474,1068
Raalte,2018,15325,4308,11017,1996,8190,769,5706,1745,2503,1063
Raalte,2019,15557,4454,11103,2026,8219,796,5774,1767,2498,1064
Raalte,2020,15670,4442,11228,2118,8242,800,5934,1739,2484,1071
Raalte,2021,15840,4566,11274,2188,8212,815,6001,1729,2464,1080
Raalte,2022,15981,4687,11294,2197,8210,831,5990,1729,2509,1066
Raalte,2023,16199,4862,11337,2197,8241,839,6011,1785,2467,1074
Raalte,2024,16305,4941,11364,2210,8246,851,6042,1848,2463,1011
Renkum,2014,14098,4940,9158,1566,6663,876,5298,1546,1672,642
Renkum,2015,14268,5126,9142,1625,6613,858,5316,1551,1654,621
Renkum,2016,14240,5158,9082,1589,6580,866,5284,1573,1613,612
Renkum,2017,14419,5289,9130,1667,6552,875,5319,1547,1631,633
Renkum,2018,14461,5279,9182,1713,6522,907,5432,1516,1630,604
Renkum,2019,14513,5329,9184,1729,6498,920,5480,1518,1595,591
Renkum,2020,14566,5388,9178,1757,6456,923,5484,1497,1602,595
Renkum,2021,14655,5484,9171,1790,6387,952,5502,1455,1638,576
Renkum,2022,14770,5599,9171,1806,6355,961,5561,1462,1602,546
Renkum,2023,14853,5658,9195,1822,6374,952,5577,1498,1563,557
Renkum,2024,14947,5789,9158,1868,6299,943,5597,1522,1511,528
Rheden,2014,20633,7993,12640,2225,8960,1366,7352,2228,2237,823
Rheden,2015,20700,8095,12605,2249,8890,1377,7355,2219,2222,809
Rheden,2016,20807,8288,12519,2276,8775,1388,7295,2232,2214,778
Rheden,2017,20863,8374,12489,2321,8681,1400,7284,2223,2193,789
Rheden,2018,20780,8312,12468,2343,8652,1401,7232,2269,2197,770
Rheden,2019,20887,8374,12513,2382,8576,1481,7243,2275,2221,774
Rheden,2020,21128,8644,12484,2417,8498,1502,7268,2269,2178,769
Rheden,2021,21059,8656,12403,2412,8387,1537,7230,2232,2176,765
Rheden,2022,21178,8829,12349,2453,8301,1521,7266,2193,2119,771
Rheden,2023,21185,8844,12341,2507,8218,1542,7245,2210,2124,762
Rheden,2024,21437,9095,12342,2529,8141,1592,7290,2204,2133,715
Rijnwaarden,2014,4619,1305,3314,582,2422,291,1719,625,748,222
Rijnwaarden,2015,4666,1345,3321,584,2407,311,1746,627,727,221
Rijnwaarden,2016,4666,1372,3294,576,2389,310,1722,649,699,224
Rijnwaarden,2017,4675,1373,3302,593,2385,309,1737,659,696,210
Rijnwaarden,2018,,,,,,,,,,
Rijnwaarden,2019,,,,,,,,,,
Rijnwaarden,2020,,,,,,,,,,
Rijnwaarden,2021,,,,,,,,,,
Rijnwaarden,2022,,,,,,,,,,
Rijnwaarden,2023,,,,,,,,,,
Rijnwaarden,2024,,,,,,,,,,
Rijssen,2014,,,,,,,,,,
Rijssen,2015,,,,,,,,,,
Rijssen,2016,,,,,,,,,,
Rijssen,2017,,,,,,,,,,
Rijssen,2018,,,,,,,,,,
Rijssen,2019,,,,,,,,,,
Rijssen,2020,,,,,,,,,,
Rijssen,2021,,,,,,,,,,
Rijssen,2022,,,,,,,,,,
Rijssen,2023,,,,,,,,,,
Rijssen,2024,,,,,,,,,,
Rijssen-Holten,2014,13648,3173,10475,909,8895,612,4469,1811,2340,1855
Rijssen-Holten,2015,13848,3324,10524,912,8924,632,4502,1842,2294,1886
Rijssen-Holten,2016,13906,3390,10516,942,8880,641,4537,1822,2286,1871
Rijssen-Holten,2017,14026,3469,10557,983,8853,667,4572,1842,2291,1852
Rijssen-Holten,2018,14149,3525,10624,1008,8882,674,4670,1814,2327,1813
Rijssen-Holten,2019,14305,3595,10710,1034,8905,716,4754,1847,2304,1805
Rijssen-Holten,2020,14326,3656,10670,1040,8858,721,4761,1830,2288,1791
Rijssen-Holten,2021,14439,3763,10676,1084,8784,757,4842,1773,2280,1781
Rijssen-Holten,2022,14461,3795,10666,1102,8757,756,4802,1797,2294,1773
Rijssen-Holten,2023,14573,3865,10708,1101,8784,773,4779,1878,2258,1793
Rijssen-Holten,2024,14705,3915,10790,1119,8830,791,4865,1895,2263,1767
Rozendaal,2014,635,145,490,57,406,27,284,70,104,32
Rozendaal,2015,646,151,495,59,408,28,294,69,101,31
Rozendaal,2016,637,142,495,61,406,27,292,70,105,28
Rozendaal,2017,640,154,486,55,400,31,279,72,109,26
Rozendaal,2018,659,150,509,69,410,30,285,78,111,35
Rozendaal,2019,682,149,533,85,418,29,288,87,122,36
Rozendaal,2020,688,143,545,92,426,27,291,81,131,42
Rozendaal,2021,693,141,552,98,427,27,291,81,142,38
Rozendaal,2022,707,150,557,94,434,29,291,88,136,42
Rozendaal,2023,700,145,555,93,437,25,290,88,133,44
Rozendaal,2024,752,174,578,102,441,35,304,98,133,43
Ruurlo,2014,,,,,,,,,,
Ruurlo,2015,,,,,,,,,,
Ruurlo,2016,,,,,,,,,,
Ruurlo,2017,,,,,,,,,,
Ruurlo,2018,,,,,,,,,,
Ruurlo,2019,,,,,,,,,,
Ruurlo,2020,,,,,,,,,,
Ruurlo,2021,,,,,,,,,,
Ruurlo,2022,,,,,,,,,,
Ruurlo,2023,,,,,,,,,,
Ruurlo,2024,,,,,,,,,,
Scherpenzeel,2014,3648,1007,2641,297,2158,179,1221,453,559,408
Scherpenzeel,2015,3657,1016,2641,314,2135,186,1196,466,569,410
